OBJECTID;WILAYAH;KECAMATAN;KELURAHAN;NO_RT;NO_RW;NO_KEL;NO_KEC;NO_KAB;ID_RT_AR;LUAS_AREA;GENANGAN;TINGGI;FLOOD;KETERANGAN;WAKTU;WAKTU_TEXT;SHAPE.AREA;SHAPE.LEN
34345;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;1005;08;75;3175081005003001;0,00446061;40 cm;2;YES;nan;2021-06-04 18.00.20;2021-06-04 18:00;4460,614844;274,5556167
34346;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;002;1005;08;75;3175081005002011;0,00725819;40 cm;2;YES;nan;2021-06-04 18.00.20;2021-06-04 18:00;7258,19478;342,747495
35774;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;004;011;1001;01;73;3173011001011004;0,02688579;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;26885,78671;709,497137
35775;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;002;010;1001;01;73;3173011001010002;0,04890982;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;48909,81753;1035,111484
35776;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;008;010;1001;01;73;3173011001010008;0,03426088;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;34260,88382;798,6750424
35777;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;006;010;1001;01;73;3173011001010006;0,03356912;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;33569,11638;778,8651891
35778;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;001;010;1001;01;73;3173011001010001;0,04098124;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;40981,23825;984,0598237
35779;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;012;010;1001;01;73;3173011001010012;0,04015388;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;40153,87616;946,5442308
35780;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;001;011;1001;01;73;3173011001011001;0,01679999;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;16799,99356;572,4978523
35781;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;005;011;1001;01;73;3173011001011005;0,02246772;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;22467,71887;727,0473027
35782;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;007;011;1001;01;73;3173011001011007;0,01203962;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;12039,61611;493,7739851
35783;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;002;011;1001;01;73;3173011001011002;0,01387676;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;13876,76406;521,7368363
34393;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;1001;03;75;3175031001004013;0,00275061;70 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;2750,606532;227,7159693
34394;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;016;008;1001;03;75;3175031001008016;0,00087766;40 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;877,6557809;120,7471158
34395;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;014;008;1001;03;75;3175031001008014;0,00193124;40 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;1931,244902;209,6387404
34396;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;005;1001;03;75;3175031001005010;0,00279842;70 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;2798,419809;329,9255561
34397;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;011;005;1001;03;75;3175031001005011;0,00227763;70 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;2277,630407;258,2857023
34398;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;008;1001;03;75;3175031001008015;0,00346073;40 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;3460,727128;241,0110648
34399;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;008;1001;03;75;3175031001008013;0,0026317;40 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;2631,704515;209,4815378
34400;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;008;1001;03;75;3175031001008006;0,00355319;40 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;3553,192778;294,6342945
34401;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;004;1001;03;75;3175031001004012;0,00251303;70 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;2513,03202;220,3603681
34402;JAKARTA TIMUR;KRAMAT JATI;CILILITAN;001;006;1006;04;75;3175041006006001;0,00661502;40 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;6615,023943;374,3223971
34403;JAKARTA TIMUR;KRAMAT JATI;CILILITAN;008;007;1006;04;75;3175041006007008;0,01038902;80 cm;3;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;10389,01805;517,2776578
34317;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;1005;08;75;3175081005003001;0,00446061;40 cm;2;YES;nan;2021-06-03 0.00.19;2021-06-03 00:00;4460,614844;274,5556167
34318;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;002;1005;08;75;3175081005002011;0,00725819;40 cm;2;YES;nan;2021-06-03 0.00.19;2021-06-03 00:00;7258,19478;342,747495
34404;JAKARTA TIMUR;KRAMAT JATI;CILILITAN;003;006;1006;04;75;3175041006006003;0,00750801;40 cm;2;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;7508,009927;375,2452607
34405;JAKARTA TIMUR;KRAMAT JATI;CILILITAN;006;007;1006;04;75;3175041006007006;0,01021672;100 cm;3;YES;curah hujan tinggi dan luapan sungai ciliwung;2021-08-01 9.00.21;2021-08-01 09:00;10216,71827;572,947116
34534;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;1001;03;75;3175031001004013;0,00275061;80 cm;3;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;2750,606532;227,7159693
34535;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;016;008;1001;03;75;3175031001008016;0,00087766;50 cm;2;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;877,6557809;120,7471158
34536;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;014;008;1001;03;75;3175031001008014;0,00193124;50 cm;2;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;1931,244902;209,6387404
34537;JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;1007;04;75;3175041007003004;0,00792003;50 cm;2;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;7920,031357;481,3670165
34538;JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;1007;04;75;3175041007005011;0,0129285;50 cm;2;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;12928,49837;524,4354621
34539;JAKARTA TIMUR;KRAMAT JATI;CAWANG;009;005;1007;04;75;3175041007005009;0,01356839;50 cm;2;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;13568,39411;497,2760707
34540;JAKARTA TIMUR;KRAMAT JATI;CAWANG;002;003;1007;04;75;3175041007003002;0,00782334;40 cm;2;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;7823,342593;422,8127437
34541;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;005;1001;03;75;3175031001005010;0,00279842;80 cm;3;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;2798,419809;329,9255561
34542;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;011;005;1001;03;75;3175031001005011;0,00227763;80 cm;3;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;2277,630407;258,2857023
34543;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;008;1001;03;75;3175031001008015;0,00346073;50 cm;2;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;3460,727128;241,0110648
34544;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;008;1001;03;75;3175031001008013;0,0026317;50 cm;2;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;2631,704515;209,4815378
34545;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;004;1001;03;75;3175031001004012;0,00251303;80 cm;3;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;2513,03202;220,3603681
34546;JAKARTA TIMUR;JATINEGARA;BIDARA CINA;005;007;1002;03;75;3175031002007005;0,00985252;60 cm;2;YES;LUAPAN KALI CILIWUNG;2021-10-29 9.00.19;2021-10-29 09:00;9852,52048;417,5251198
35785;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;004;010;1001;01;73;3173011001010004;0,01576203;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;15762,0269;829,3388463
35786;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;009;010;1001;01;73;3173011001010009;0,06051581;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;60515,80553;1184,191592
35787;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;011;010;1001;01;73;3173011001010011;0,0229731;40 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;22973,09758;785,7901088
35788;JAKARTA BARAT;KALI DERES;TEGAL ALUR;001;003;1003;06;73;3173061003003001;0,02067218;55 CM;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;20672,18251;635,244233
35789;JAKARTA BARAT;KALI DERES;TEGAL ALUR;005;003;1003;06;73;3173061003003005;0,01993839;40 s.d 45 cm;2;YES;nan;2022-01-20 0.00.18;2022-01-20 00:00;19938,39001;621,2295916
34012;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;1001;03;75;3175031001004013;0,00275061;110 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;2750,606532;227,7159693
34013;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;007;1001;03;75;3175031001007006;0,00324067;40 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;3240,667513;274,167211
34014;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;008;1001;03;75;3175031001008012;0,00241705;40 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;2417,046037;209,4445941
34015;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;016;008;1001;03;75;3175031001008016;0,00087766;75 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;877,6557809;120,7471158
34016;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;014;008;1001;03;75;3175031001008014;0,00193124;75 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;1931,244902;209,6387404
34017;JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;1007;04;75;3175041007003004;0,00792003;120 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;7920,031357;481,3670165
34018;JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;008;1007;04;75;3175041007008004;0,02393557;50 cm;1;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;23935,57058;659,1840153
34019;JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;1007;04;75;3175041007005011;0,0129285;120 cm;1;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;12928,49837;524,4354621
34020;JAKARTA TIMUR;KRAMAT JATI;CAWANG;009;005;1007;04;75;3175041007005009;0,01356839;120 cm;1;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;13568,39411;497,2760707
34021;JAKARTA TIMUR;KRAMAT JATI;CAWANG;010;002;1007;04;75;3175041007002010;0,02096866;60 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;20968,66092;765,3389208
34022;JAKARTA TIMUR;KRAMAT JATI;CAWANG;015;003;1007;04;75;3175041007003015;0,00523928;90 cm;1;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;5239,28358;294,0648512
34023;JAKARTA TIMUR;KRAMAT JATI;CAWANG;002;003;1007;04;75;3175041007003002;0,00782334;120 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;7823,342593;422,8127437
34024;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;005;1001;03;75;3175031001005010;0,00279842;110 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;2798,419809;329,9255561
34025;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;011;005;1001;03;75;3175031001005011;0,00227763;110 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;2277,630407;258,2857023
34026;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;007;1001;03;75;3175031001007015;0,00098113;70 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;981,1319659;185,1093492
34027;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;005;007;1001;03;75;3175031001007005;0,00134601;70 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;1346,005224;153,8245789
34028;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;002;007;1001;03;75;3175031001007002;0,00248924;50 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;2489,235484;281,6561546
34029;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;004;007;1001;03;75;3175031001007004;0,00167955;50 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;1679,550891;170,4151952
34030;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;001;007;1001;03;75;3175031001007001;0,00180337;50 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;1803,367034;184,8655834
34031;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;003;007;1001;03;75;3175031001007003;0,0015746;50 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;1574,604936;172,4438601
34032;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;017;007;1001;03;75;3175031001007017;0,00079474;40 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;794,7400207;138,369949
34033;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;008;1001;03;75;3175031001008015;0,00346073;75 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;3460,727128;241,0110648
34034;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;008;1001;03;75;3175031001008013;0,0026317;75 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;2631,704515;209,4815378
34035;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;008;1001;03;75;3175031001008010;0,0017775;40 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;1777,495756;214,8426418
34036;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;008;1001;03;75;3175031001008006;0,00355319;70 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;3553,192778;294,6342945
34037;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;004;1001;03;75;3175031001004012;0,00251303;110 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;2513,03202;220,3603681
34038;JAKARTA TIMUR;KRAMAT JATI;BALE KAMBANG;005;005;1005;04;75;3175041005005005;0,04683299;70 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;46832,9879;1357,065543
34039;JAKARTA TIMUR;KRAMAT JATI;BALE KAMBANG;007;005;1005;04;75;3175041005005007;0,07496417;60 cm;2;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;74964,16824;1096,163636
34040;JAKARTA TIMUR;JATINEGARA;BIDARA CINA;010;011;1002;03;75;3175031002011010;0,00973474;80 cm;3;YES;Luapan Kali Ciliwung;2021-05-17 9.00.22;2021-05-17 09:00;9734,739187;467,1050165
34907;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;1001;03;75;3175031001004013;0,00275061;200 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;2750,606532;227,7159693
34908;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;007;1001;03;75;3175031001007006;0,00324067;80 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;3240,667513;274,167211
34909;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;008;1001;03;75;3175031001008012;0,00241705;125 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;2417,046037;209,4445941
34910;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;004;008;1001;03;75;3175031001008004;0,00446034;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;4460,338948;313,747691
34911;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;016;008;1001;03;75;3175031001008016;0,00087766;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;877,6557809;120,7471158
34912;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;017;005;1002;05;74;3174051002005017;0,00353232;90 cm;3;YES;Luapan Kali Pesanggrahan;2021-11-08 9.00.19;2021-11-08 09:00;3532,3212;298,1638591
34913;JAKARTA TIMUR;JATINEGARA;BIDARA CINA;017;007;1002;03;75;3175031002007017;0,01359958;190 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;13599,58187;546,3146487
34914;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;006;008;1005;04;74;3174041005008006;0,00958391;80 cm;3;YES;Curah Hujan Tinggi dan Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;9583,91358;447,8368497
34915;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;007;008;1005;04;74;3174041005008007;0,00725191;80 cm;3;YES;Curah Hujan Tinggi dan Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;7251,909341;418,7084446
34916;JAKARTA SELATAN;PANCORAN;PENGADEGAN;008;001;1005;08;74;3174081005001008;0,0383134;40 cm;2;YES;Curah Hujan Tinggi dan Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;38313,4037;1200,52814
34917;JAKARTA TIMUR;JATINEGARA;BIDARA CINA;010;007;1002;03;75;3175031002007010;0,00544204;190 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;5442,041408;330,4770474
34918;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;014;008;1001;03;75;3175031001008014;0,00193124;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1931,244902;209,6387404
34919;JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;1007;04;75;3175041007003004;0,00792003;180 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;7920,031357;481,3670165
34920;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;005;1001;03;75;3175031001005006;0,00401273;80 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;4012,729133;359,5083355
34921;JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;008;1007;04;75;3175041007008004;0,02393557;110 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;23935,57058;659,1840153
34922;JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;1007;04;75;3175041007005011;0,0129285;180 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;12928,49837;524,4354621
34923;JAKARTA TIMUR;KRAMAT JATI;CAWANG;009;005;1007;04;75;3175041007005009;0,01356839;180 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;13568,39411;497,2760707
34924;JAKARTA TIMUR;KRAMAT JATI;CAWANG;010;002;1007;04;75;3175041007002010;0,02096866;80 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;20968,66092;765,3389208
34925;JAKARTA TIMUR;KRAMAT JATI;CAWANG;015;003;1007;04;75;3175041007003015;0,00523928;120 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;5239,28358;294,0648512
34926;JAKARTA TIMUR;KRAMAT JATI;CAWANG;002;003;1007;04;75;3175041007003002;0,00782334;160 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;7823,342593;422,8127437
34927;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;005;1001;03;75;3175031001005010;0,00279842;200 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;2798,419809;329,9255561
34928;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;016;007;1001;03;75;3175031001007016;0,00443113;75 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;4431,129753;278,7025172
34929;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;011;005;1001;03;75;3175031001005011;0,00227763;200 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;2277,630407;258,2857023
34930;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;005;006;1001;03;75;3175031001006005;0,00163972;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1639,719103;172,2859132
34931;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;007;1001;03;75;3175031001007015;0,00098113;150 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;981,1319659;185,1093492
34932;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;009;007;1001;03;75;3175031001007009;0,00101831;80 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1018,310763;182,9463393
34933;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;008;007;1001;03;75;3175031001007008;0,00158001;60 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1580,011096;212,3018035
34934;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;005;007;1001;03;75;3175031001007005;0,00134601;150 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1346,005224;153,8245789
34935;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;002;007;1001;03;75;3175031001007002;0,00248924;120 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;2489,235484;281,6561546
34936;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;004;007;1001;03;75;3175031001007004;0,00167955;120 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1679,550891;170,4151952
34937;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;001;007;1001;03;75;3175031001007001;0,00180337;120 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1803,367034;184,8655834
34939;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;007;007;1001;03;75;3175031001007007;0,00163537;40 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1635,372123;290,2191566
34940;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;017;007;1001;03;75;3175031001007017;0,00079474;80 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;794,7400207;138,369949
34941;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;008;1001;03;75;3175031001008015;0,00346073;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;3460,727128;241,0110648
34942;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;008;1001;03;75;3175031001008013;0,0026317;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;2631,704515;209,4815378
34943;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;009;008;1001;03;75;3175031001008009;0,0013704;70 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1370,39514;172,0129094
34944;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;008;1001;03;75;3175031001008010;0,0017775;100 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1777,495756;214,8426418
34945;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;005;008;1001;03;75;3175031001008005;0,00100495;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;1004,948294;167,0214955
34946;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;008;1001;03;75;3175031001008006;0,00355319;150 cm;3;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;3553,192778;294,6342945
34947;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;008;008;1001;03;75;3175031001008008;0,00408265;40 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;4082,650683;324,1984809
34948;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;004;1001;03;75;3175031001004012;0,00251303;200 cm;4;YES;Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;2513,03202;220,3603681
34949;JAKARTA TIMUR;KRAMAT JATI;BALE KAMBANG;008;005;1005;04;75;3175041005005008;0,08820463;50 cm;2;YES;Curah Hujan Tinggi dan Luapan Kali Ciliwung;2021-11-08 9.00.19;2021-11-08 09:00;88204,62605;1846,942462
